"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/products/tables","PAUX","TABLECAT-03","Medium","Merge","Frontend + Design","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/tables/oando-tables--apex","PAUX","APEX-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations","PAUX","WORKCAT-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations","PAUX","WORKCAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/projects","GPT511","PROJ-04","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/projects","GPT511","PROJ-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPT511","PROJ-02","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPT52","PROJ-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPT52","PROJ-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-2","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-03","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/quote-cart","GPT511","QCART-04","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT511","QCART-03","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT52","QC-3","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT52","QC-1","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT52","QC-2","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-3","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-2","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-04","Medium","Accept","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-03","Medium","Accept","Frontend + Content","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/refund-and-return-policy","GPT511","REF-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPT511","REF-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPTMD","RRP-4","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPTMD","RRP-2","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/service","GPT511","SERV-02","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPT511","SERV-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPT52","SRV-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPT52","SRV-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPTMD","SERV-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPTMD","SERV-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/service","GPTMD","SERV-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","GPT511","SHOW-01","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","GPT52","SHW-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/showrooms","GPTMD","SHOW-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","GPTMD","SHOW-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/showrooms","GPTMD","SHOW-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","PAUX","SHOW-02","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","PAUX","SHOW-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPT511","SOC-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPT52","SOC-3","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/social","GPT52","SOC-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPTMD","SOC-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","PAUX","SOCIAL-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPT511","SOL-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/solutions","GPT511","SOL-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPT511","SOL-03","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPT52","SOL-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions/seating","GPT511","SOLSEAT-02","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","GPT511","SOLSEAT-03","Medium","Merge","Frontend + Design","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-03","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-04","Medium","Merge","Frontend + Content","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-05","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","GPT511","SOLWORK-02","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","GPT511","SOLWORK-03","Medium","Accept","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-04","Medium","Merge","Frontend + Content","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-05","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/support-ivr","GPT511","IVR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPT511","IVR-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPTMD","IVR-5","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPTMD","IVR-3","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","PAUX","IVR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","PAUX","IVR-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/sustainability","GPT511","SUST-04","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/sustainability","GPT511","SUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPT52","SUS-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPT52","SUS-3","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/sustainability","GPTMD","SUS-1","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/sustainability","GPTMD","SUS-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPTMD","SUS-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/terms","GPT511","TERMS-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPT511","TERMS-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPTMD","TRM-5","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPTMD","TRM-2","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/tracking","GPT511","TRACK-03","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT511","TRACK-04","Medium","Accept","Frontend + Design","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT52","TRK-1","Medium","Merge","Frontend + Content","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT52","TRK-2","Medium","Accept","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-2","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-3","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-5","Medium","Merge","Frontend + Content","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-04","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-05","Medium","Merge","Frontend + Content","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/trusted-by","GPT511","TRUST-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPT511","TRUST-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/trusted-by","GPT511","TRUST-01","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPT511","TRUST-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPT52","TB-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/trusted-by","GPT52","TB-3","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/trusted-by","GPTMD","TB-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/workstations/configurator","GPT511","WCONF-02","Medium","Accept","Frontend + Design","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPT511","WCONF-01","Medium","Accept","Frontend + Design","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"Cookie Consent / Privacy Banner (renameit.netlify.app)","SONNET","C-02","Medium","Merge","Content","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPT511","HOME-05","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPT52","HOME-5","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPTMD","HOME-5","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-10","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/about","GPT511","ABOUT-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPT511","ABOUT-03","Low","Merge","Content","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPTMD","ABOUT-4","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/about","GPTMD","ABOUT-3","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/brochure, /download-brochure, /catalog","GPTMD","BR-4","Low","Accept","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure, /download-brochure, /catalog","GPTMD","BR-3","Low","Merge","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/career","GPT511","CARE-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-03","Low","Merge","Content","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/career","PAUX","CAREER-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-04","Low","Merge","Frontend + Content","Sprint 3","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/catalog","GPT511","CAT-04","Low","Merge","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/compare","GPT511","COMP-05","Low","Merge","Frontend","Sprint 3","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT52","CMP-4","Low","Accept","Frontend","Sprint 3","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT52","CMP-5","Low","Merge","Frontend","Sprint 3","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-4","Low","Accept","Frontend","Sprint 3","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/configurator","GPT511","CONF-05","Low","Merge","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-5","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/contact","GPTMD","CON-3","Low","Accept","Frontend","Sprint 3","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/download-brochure","GPT511","DBRO-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/download-brochure","GPT511","DBRO-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/downloads","GPT52","DLD-5","Low","Accept","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-3","Low","Accept","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/gallery","GPT511","GALL-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/gallery","GPT52","GAL-4","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-5","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/imprint","GPT511","IMPR-03","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPTMD","IMP-5","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","PAUX","IMPRINT-03","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/news","GPT511","NEWS-05","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/news","GPT511","NEWS-03","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT511","NEWS-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-04","Low","Merge","Content","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT511","PLAN-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT511","PLAN-03","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","PAUX","PLAN-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT511","PORT-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT511","PORT-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPTMD","PORT-5","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/privacy","GPTMD","PRV-5","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy, /terms, /imprint, /refund-and-return-policy, /support-ivr","GPT52","LEG-4","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/products","GPT52","PROD-5","Low","Accept","Frontend","Sprint 3","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education/academia","GPT511","PACAD-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-04","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating","GPT511","SEATC-05","Low","Accept","Frontend","Sprint 3","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating, /workstations, /tables","GPTMD","CAT-4","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-04","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-05","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
