"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/contact","GPTMD","CON-2","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-3","Low","Accept","Frontend","Sprint 3","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-4","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-5","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/planning","GPTMD","PLAN-1","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPTMD","PLAN-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPTMD","PLAN-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/planning","GPTMD","PLAN-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/planning","GPTMD","PLAN-5","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/service","GPTMD","SERV-1","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPTMD","SERV-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/service","GPTMD","SERV-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","GPTMD","SERV-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/service","GPTMD","SERV-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions","GPTMD","SOL-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","GPTMD","SOL-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/showrooms","GPTMD","SHOW-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","GPTMD","SHOW-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/showrooms","GPTMD","SHOW-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/showrooms","GPTMD","SHOW-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","GPTMD","SHOW-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/downloads","GPTMD","DL-1","High","Merge","Frontend","Sprint 1","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-2","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-3","Low","Accept","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-4","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-5","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/portfolio","GPTMD","PORT-1","High","Merge","Frontend","Sprint 1","Responsive media and loading strategy meet performance budget with no regressions on mobile LCP/CLS."
"/portfolio","GPTMD","PORT-2","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/portfolio","GPTMD","PORT-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPTMD","PORT-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPTMD","PORT-5","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-1","Medium","Merge","Frontend","Sprint 2","Responsive media and loading strategy meet performance budget with no regressions on mobile LCP/CLS."
"/gallery","GPTMD","GAL-2","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/gallery","GPTMD","GAL-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-5","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPTMD","NEWS-1","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/news","GPTMD","NEWS-2","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/news","GPTMD","NEWS-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/news","GPTMD","NEWS-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPTMD","NEWS-5","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPTMD","TB-1","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/trusted-by","GPTMD","TB-2","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/trusted-by","GPTMD","TB-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/trusted-by","GPTMD","TB-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPTMD","TB-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/sustainability","GPTMD","SUS-1","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/sustainability","GPTMD","SUS-2","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/sustainability","GPTMD","SUS-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPTMD","SUS-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/sustainability","GPTMD","SUS-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPTMD","CAR-1","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPTMD","CAR-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPTMD","CAR-3","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","GPTMD","CAR-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/career","GPTMD","CAR-5","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPTMD","SOC-1","High","Accept","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPTMD","SOC-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPTMD","SOC-3","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/social","GPTMD","SOC-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/social","GPTMD","SOC-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/tracking","GPTMD","TRK-1","High","Accept","Frontend","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-2","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-3","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPTMD","TRK-4","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/tracking","GPTMD","TRK-5","Medium","Merge","Frontend + Content","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/quote-cart","GPTMD","QC-1","High","Accept","Frontend","Sprint 1","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-2","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-3","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-4","Low","Accept","Frontend","Sprint 3","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPTMD","QC-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPTMD","PRV-1","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPTMD","PRV-2","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPTMD","PRV-3","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPTMD","PRV-4","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPTMD","PRV-5","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPTMD","TRM-1","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/terms","GPTMD","TRM-2","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPTMD","TRM-3","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/terms","GPTMD","TRM-4","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/terms","GPTMD","TRM-5","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPTMD","IMP-1","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","GPTMD","IMP-2","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","GPTMD","IMP-3","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","GPTMD","IMP-4","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","GPTMD","IMP-5","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPTMD","RRP-1","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","GPTMD","RRP-2","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPTMD","RRP-3","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","GPTMD","RRP-4","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPTMD","RRP-5","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/brochure, /download-brochure, /catalog","GPTMD","BR-1","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/brochure, /download-brochure, /catalog","GPTMD","BR-2","Low","Reject","Frontend + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/brochure, /download-brochure, /catalog","GPTMD","BR-3","Low","Merge","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure, /download-brochure, /catalog","GPTMD","BR-4","Low","Accept","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure, /download-brochure, /catalog","GPTMD","BR-5","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","GPTMD","IVR-1","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPTMD","IVR-2","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","GPTMD","IVR-3","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPTMD","IVR-4","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","GPTMD","IVR-5","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/products/seating, /workstations, /tables","GPTMD","CAT-1","High","Accept","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating, /workstations, /tables","GPTMD","CAT-2","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/seating, /workstations, /tables","GPTMD","CAT-3","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/seating, /workstations, /tables","GPTMD","CAT-4","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating, /workstations, /tables","GPTMD","CAT-5","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-1","High","Accept","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-2","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-3","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-4","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-1","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-2","Low","Merge","Frontend","Sprint 3","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-3","Low","Reject","Frontend + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-4","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-5","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPTMD","WCFG-1","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPTMD","WCFG-2","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPTMD","WCFG-3","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPTMD","WCFG-4","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPTMD","WCFG-5","Low","Merge","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/","PAUX","HOME-01","High","Merge","Frontend","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","PAUX","HOME-02","High","Merge","Frontend","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","PAUX","HOME-03","Medium","Merge","Frontend + Design","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","PAUX","HOME-04","High","Merge","Frontend + Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","PAUX","HOME-05","Medium","Merge","Content","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/about","PAUX","ABOUT-01","High","Merge","Content","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-02","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/about","PAUX","ABOUT-03","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-01","High","Merge","Frontend + Design","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-03","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/products","PAUX","PROD-01","Medium","Merge","Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-02","High","Merge","Frontend","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-03","Medium","Merge","Frontend + Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/configurator","PAUX","CONFIG-01","High","Merge","Frontend","Sprint 1","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-02","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-03","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-04","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-05","Medium","Merge","Frontend + Content","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/compare","PAUX","COMP-01","High","Merge","Frontend","Sprint 1","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-02","High","Merge","Frontend","Sprint 1","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-03","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-04","Medium","Merge","Content","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-05","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/contact","PAUX","CONTACT-01","Critical","Accept","Frontend","Sprint 1","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-02","High","Merge","Frontend","Sprint 1","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-03","Medium","Merge","Frontend + Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-04","Medium","Merge","Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-05","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/planning","PAUX","PLAN-01","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","PAUX","PLAN-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","PAUX","PLAN-03","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/planning","PAUX","PLAN-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","PAUX","PLAN-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/service","PAUX","SERV-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-01","High","Merge","Frontend + Design","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions","PAUX","SOL-04","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/solutions","PAUX","SOL-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","PAUX","SHOW-01","High","Merge","Frontend + Design","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","PAUX","SHOW-02","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/showrooms","PAUX","SHOW-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
